"time [h]"	"axial strain[%]"	"radial strain[%]"	"diff. stress[MPa]"	"eff. mean stress[MPa]"	"mean u[MPa]"
47.26	1.68	-1.43	8.31	9.18	7.09
47.27	1.68	-1.43	8.30	9.17	7.09
47.27	1.68	-1.43	8.31	9.17	7.10
47.28	1.68	-1.43	8.30	9.16	7.10
47.28	1.68	-1.43	8.31	9.16	7.11
47.29	1.68	-1.43	8.31	9.16	7.11
47.29	1.68	-1.43	8.30	9.15	7.11
47.30	1.68	-1.43	8.31	9.16	7.11
47.31	1.68	-1.43	8.31	9.17	7.10
47.31	1.68	-1.43	8.30	9.18	7.08
47.32	1.68	-1.43	8.31	9.21	7.06
47.32	1.68	-1.43	8.30	9.24	7.03
47.33	1.68	-1.43	8.30	9.29	6.98
47.33	1.68	-1.43	8.30	9.32	6.95
47.34	1.68	-1.43	8.30	9.32	6.95
47.34	1.68	-1.43	8.30	9.31	6.96
47.35	1.68	-1.43	8.30	9.29	6.98
47.36	1.68	-1.43	8.30	9.28	6.99
47.36	1.68	-1.43	8.30	9.27	7.00
47.37	1.68	-1.43	8.30	9.27	6.99
47.37	1.68	-1.43	8.30	9.28	6.98
47.38	1.68	-1.43	8.30	9.29	6.98
47.38	1.68	-1.43	8.30	9.29	6.98
47.39	1.68	-1.43	8.30	9.29	6.97
47.39	1.68	-1.43	8.31	9.30	6.97
47.40	1.68	-1.43	8.30	9.29	6.97
47.41	1.68	-1.43	8.30	9.29	6.98
47.41	1.68	-1.43	8.31	9.29	6.98
47.42	1.68	-1.43	8.31	9.28	6.99
47.42	1.68	-1.44	8.31	9.28	6.99
47.43	1.68	-1.44	8.30	9.27	7.00
47.43	1.68	-1.44	8.31	9.27	7.00
47.44	1.68	-1.44	8.30	9.26	7.01
47.44	1.68	-1.44	8.31	9.26	7.01
47.45	1.68	-1.44	8.30	9.27	7.00
47.46	1.68	-1.44	8.30	9.27	7.00
47.46	1.68	-1.44	8.30	9.26	7.00
47.47	1.68	-1.44	8.30	9.26	7.00
47.47	1.68	-1.44	8.30	9.27	7.00
47.48	1.68	-1.44	8.31	9.27	7.00
47.48	1.68	-1.44	8.31	9.27	7.00
47.49	1.68	-1.44	8.30	9.26	7.00
47.49	1.68	-1.44	8.31	9.26	7.01
47.50	1.69	-1.44	8.30	9.26	7.01
47.51	1.69	-1.44	8.30	9.26	7.01
47.51	1.69	-1.44	8.31	9.26	7.01
47.52	1.69	-1.44	8.31	9.26	7.01
47.52	1.69	-1.44	8.30	9.26	7.01
47.53	1.69	-1.44	8.31	9.26	7.01
47.53	1.69	-1.44	8.31	9.26	7.01
47.54	1.69	-1.44	8.31	9.26	7.01
47.54	1.69	-1.44	8.30	9.26	7.01
47.55	1.69	-1.44	8.31	9.26	7.01
47.56	1.69	-1.44	8.31	9.26	7.01
47.56	1.69	-1.44	8.31	9.26	7.01
47.57	1.69	-1.44	8.30	9.26	7.01
47.57	1.69	-1.44	8.30	9.26	7.01
47.58	1.69	-1.44	8.30	9.26	7.01
47.58	1.69	-1.44	8.31	9.26	7.01
47.59	1.69	-1.44	8.31	9.25	7.01
47.59	1.69	-1.44	8.30	9.25	7.02
47.60	1.69	-1.44	8.31	9.25	7.02
47.61	1.69	-1.44	8.30	9.25	7.02
47.61	1.69	-1.44	8.30	9.25	7.02
47.62	1.69	-1.44	8.31	9.25	7.02
47.62	1.69	-1.44	8.31	9.25	7.02
47.63	1.69	-1.44	8.30	9.25	7.01
47.63	1.69	-1.44	8.29	9.26	7.00
47.64	1.69	-1.44	8.31	9.28	6.99
47.64	1.69	-1.44	8.30	9.29	6.97
47.65	1.69	-1.44	8.31	9.30	6.97
47.66	1.69	-1.44	8.31	9.31	6.96
47.66	1.69	-1.44	8.31	9.30	6.97
47.67	1.69	-1.44	8.31	9.30	6.97
47.67	1.69	-1.44	8.31	9.29	6.98
47.68	1.69	-1.44	8.31	9.28	6.99
47.68	1.69	-1.44	8.31	9.26	7.01
47.69	1.69	-1.44	8.31	9.26	7.01
47.69	1.69	-1.44	8.31	9.25	7.02
47.70	1.69	-1.44	8.31	9.24	7.03
47.71	1.69	-1.44	8.30	9.23	7.04
47.71	1.69	-1.44	8.31	9.23	7.04
47.72	1.69	-1.44	8.31	9.22	7.05
47.72	1.69	-1.44	8.30	9.22	7.05
47.73	1.69	-1.44	8.31	9.21	7.06
47.73	1.69	-1.44	8.30	9.21	7.06
47.74	1.69	-1.44	8.31	9.21	7.06
47.74	1.69	-1.44	8.30	9.20	7.06
47.75	1.69	-1.44	8.31	9.20	7.06
47.76	1.69	-1.44	8.31	9.21	7.06
47.76	1.69	-1.44	8.31	9.21	7.06
47.77	1.69	-1.44	8.31	9.22	7.04
47.77	1.69	-1.44	8.31	9.24	7.03
47.78	1.69	-1.44	8.31	9.25	7.02
47.78	1.70	-1.44	8.31	9.27	7.00
47.79	1.70	-1.44	8.30	9.29	6.98
47.79	1.70	-1.44	8.30	9.30	6.97
47.80	1.70	-1.44	8.31	9.31	6.96
47.81	1.70	-1.44	8.31	9.31	6.96
47.81	1.70	-1.44	8.31	9.31	6.96
47.82	1.70	-1.44	8.31	9.31	6.96
47.82	1.70	-1.44	8.31	9.30	6.97
47.83	1.70	-1.44	8.31	9.29	6.98
47.83	1.70	-1.44	8.31	9.29	6.99
47.84	1.70	-1.44	8.31	9.28	6.99
47.84	1.70	-1.45	8.31	9.27	7.00
47.85	1.70	-1.45	8.31	9.26	7.01
47.86	1.70	-1.45	8.30	9.25	7.01
47.86	1.70	-1.45	8.31	9.26	7.02
47.87	1.70	-1.45	8.31	9.25	7.02
47.87	1.70	-1.45	8.32	9.25	7.03
47.88	1.70	-1.45	8.31	9.24	7.03
47.88	1.70	-1.45	8.31	9.23	7.04
47.89	1.70	-1.45	8.31	9.22	7.05
47.89	1.70	-1.45	8.30	9.21	7.05
47.90	1.70	-1.45	8.31	9.21	7.06
47.91	1.70	-1.45	8.31	9.21	7.06
47.91	1.70	-1.45	8.32	9.21	7.07
47.92	1.70	-1.45	8.31	9.20	7.07
47.92	1.70	-1.45	8.31	9.20	7.07
47.93	1.70	-1.45	8.31	9.20	7.07
47.93	1.70	-1.45	8.31	9.20	7.07
47.94	1.70	-1.45	8.31	9.20	7.07
47.94	1.70	-1.45	8.30	9.20	7.07
47.95	1.70	-1.45	8.31	9.21	7.06
47.96	1.70	-1.45	8.31	9.22	7.05
47.96	1.70	-1.45	8.31	9.24	7.03
47.97	1.70	-1.45	8.31	9.27	7.00
47.97	1.70	-1.45	8.31	9.30	6.97
47.98	1.70	-1.45	8.31	9.32	6.95
47.98	1.70	-1.45	8.31	9.32	6.95
47.99	1.70	-1.45	8.31	9.32	6.95
47.99	1.70	-1.45	8.31	9.33	6.94
48.00	1.70	-1.45	8.31	9.33	6.94
48.01	1.70	-1.45	8.31	9.33	6.95
48.01	1.70	-1.45	8.31	9.32	6.95
48.02	1.70	-1.45	8.31	9.31	6.96
48.02	1.70	-1.45	8.32	9.31	6.96
48.03	1.70	-1.45	8.32	9.30	6.97
48.03	1.70	-1.45	8.31	9.30	6.97
48.04	1.70	-1.45	8.31	9.30	6.97
48.04	1.70	-1.45	8.32	9.31	6.97
48.05	1.70	-1.45	8.30	9.30	6.97
48.06	1.70	-1.45	8.31	9.29	6.98
48.06	1.71	-1.45	8.31	9.29	6.98
48.07	1.71	-1.45	8.32	9.29	6.99
48.07	1.71	-1.45	8.32	9.28	6.99
48.08	1.71	-1.45	8.32	9.28	6.99
48.08	1.71	-1.45	8.31	9.28	6.99
48.09	1.71	-1.45	8.32	9.27	7.00
48.09	1.71	-1.45	8.32	9.27	7.01
48.10	1.71	-1.45	8.32	9.26	7.01
48.11	1.71	-1.45	8.32	9.26	7.01
48.11	1.71	-1.45	8.31	9.26	7.01
48.12	1.71	-1.45	8.31	9.26	7.01
48.12	1.71	-1.45	8.32	9.26	7.01
48.13	1.71	-1.45	8.32	9.27	7.00
48.13	1.71	-1.45	8.30	9.27	7.00
48.14	1.71	-1.45	8.32	9.29	6.98
48.14	1.71	-1.45	8.32	9.29	6.98
48.15	1.71	-1.45	8.31	9.30	6.97
48.16	1.71	-1.45	8.30	9.30	6.97
48.16	1.71	-1.45	8.31	9.30	6.97
48.17	1.71	-1.45	8.31	9.29	6.98
48.17	1.71	-1.45	8.31	9.28	6.99
48.18	1.71	-1.45	8.32	9.28	6.99
48.18	1.71	-1.45	8.32	9.28	6.99
48.19	1.71	-1.45	8.31	9.27	7.00
48.19	1.71	-1.45	8.32	9.28	6.99
48.20	1.71	-1.45	8.31	9.29	6.99
48.21	1.71	-1.45	8.32	9.30	6.98
48.21	1.71	-1.45	8.32	9.30	6.97
48.22	1.71	-1.45	8.31	9.30	6.97
48.22	1.71	-1.45	8.32	9.30	6.98
48.23	1.71	-1.45	8.32	9.31	6.97
48.23	1.71	-1.45	8.31	9.31	6.96
48.24	1.71	-1.45	8.32	9.31	6.96
48.24	1.71	-1.45	8.32	9.32	6.95
48.25	1.71	-1.45	8.31	9.31	6.95
48.26	1.71	-1.45	8.31	9.31	6.96
48.26	1.71	-1.45	8.31	9.31	6.96
48.27	1.71	-1.46	8.32	9.30	6.97
48.27	1.71	-1.46	8.31	9.30	6.97
48.28	1.71	-1.46	8.32	9.30	6.97
48.28	1.71	-1.46	8.31	9.29	6.98
48.29	1.71	-1.46	8.32	9.28	6.99
48.29	1.71	-1.46	8.31	9.28	7.00
48.30	1.71	-1.46	8.32	9.28	7.00
48.31	1.71	-1.46	8.32	9.28	7.00
48.31	1.71	-1.46	8.30	9.27	6.99
48.32	1.71	-1.46	8.32	9.28	6.99
48.32	1.71	-1.46	8.32	9.28	6.99
48.33	1.71	-1.46	8.32	9.28	7.00
48.33	1.71	-1.46	8.31	9.27	7.00
48.34	1.71	-1.46	8.31	9.27	7.00
48.34	1.72	-1.46	8.31	9.28	7.00
48.35	1.72	-1.46	8.32	9.27	7.00
48.36	1.72	-1.46	8.30	9.26	7.00
48.36	1.72	-1.46	8.32	9.26	7.01
48.37	1.72	-1.46	8.32	9.26	7.01
48.37	1.72	-1.46	8.31	9.25	7.02
48.38	1.72	-1.46	8.32	9.25	7.02
48.38	1.72	-1.46	8.31	9.24	7.03
48.39	1.72	-1.46	8.31	9.24	7.03
48.39	1.72	-1.46	8.32	9.24	7.03
48.40	1.72	-1.46	8.31	9.24	7.03
48.41	1.72	-1.46	8.32	9.25	7.02
48.41	1.72	-1.46	8.32	9.25	7.02
48.42	1.72	-1.46	8.32	9.25	7.02
48.42	1.72	-1.46	8.32	9.25	7.02
48.43	1.72	-1.46	8.32	9.26	7.01
48.43	1.72	-1.46	8.32	9.27	7.01
48.44	1.72	-1.46	8.32	9.27	7.01
48.44	1.72	-1.46	8.31	9.26	7.01
48.45	1.72	-1.46	8.32	9.25	7.02
48.46	1.72	-1.46	8.31	9.25	7.02
48.46	1.72	-1.46	8.32	9.24	7.03
48.47	1.72	-1.46	8.32	9.24	7.03
48.47	1.72	-1.46	8.32	9.25	7.03
48.48	1.72	-1.46	8.32	9.26	7.02
48.48	1.72	-1.46	8.32	9.27	7.00
48.49	1.72	-1.46	8.31	9.28	6.99
48.49	1.72	-1.46	8.32	9.29	6.99
48.50	1.72	-1.46	8.32	9.29	6.99
48.51	1.72	-1.46	8.31	9.28	6.99
48.51	1.72	-1.46	8.31	9.27	7.00
48.52	1.72	-1.46	8.31	9.27	7.00
48.52	1.72	-1.46	8.32	9.28	6.99
48.53	1.72	-1.46	8.32	9.30	6.97
48.53	1.72	-1.46	8.32	9.31	6.96
48.54	1.72	-1.46	8.32	9.32	6.95
48.54	1.72	-1.46	8.32	9.32	6.95
48.55	1.72	-1.46	8.31	9.32	6.95
48.56	1.72	-1.46	8.32	9.32	6.96
48.56	1.72	-1.46	8.32	9.32	6.95
48.57	1.72	-1.46	8.33	9.32	6.95
48.57	1.72	-1.46	8.32	9.32	6.96
48.58	1.72	-1.46	8.32	9.31	6.96
48.58	1.72	-1.46	8.32	9.31	6.96
48.59	1.72	-1.46	8.32	9.31	6.96
48.59	1.72	-1.46	8.33	9.32	6.96
48.60	1.72	-1.46	8.33	9.31	6.96
48.61	1.72	-1.46	8.32	9.31	6.96
48.61	1.72	-1.46	8.31	9.30	6.97
48.62	1.72	-1.46	8.33	9.31	6.97
48.62	1.72	-1.46	8.32	9.30	6.98
48.63	1.73	-1.46	8.32	9.29	6.98
48.63	1.73	-1.46	8.32	9.29	6.98
48.64	1.73	-1.46	8.33	9.29	6.98
48.64	1.73	-1.46	8.32	9.29	6.98
48.65	1.73	-1.46	8.31	9.29	6.98
48.66	1.73	-1.46	8.32	9.30	6.98
48.66	1.73	-1.46	8.33	9.30	6.98
48.67	1.73	-1.46	8.32	9.29	6.98
48.67	1.73	-1.46	8.32	9.30	6.97
48.68	1.73	-1.46	8.32	9.30	6.97
48.68	1.73	-1.47	8.32	9.30	6.97
48.69	1.73	-1.47	8.32	9.29	6.98
48.69	1.73	-1.47	8.31	9.29	6.98
48.70	1.73	-1.47	8.30	9.29	6.98
48.71	1.73	-1.47	8.32	9.30	6.98
48.71	1.73	-1.47	8.32	9.29	6.98
48.72	1.73	-1.47	8.32	9.29	6.98
48.72	1.73	-1.47	8.32	9.29	6.98
48.73	1.73	-1.47	8.31	9.29	6.98
48.73	1.73	-1.47	8.32	9.30	6.97
48.74	1.73	-1.47	8.32	9.31	6.97
48.74	1.73	-1.47	8.32	9.30	6.97
48.75	1.73	-1.47	8.32	9.30	6.98
48.76	1.73	-1.47	8.31	9.29	6.98
48.76	1.73	-1.47	8.31	9.29	6.98
48.77	1.73	-1.47	8.31	9.29	6.98
48.77	1.73	-1.47	8.32	9.31	6.96
48.78	1.73	-1.47	8.33	9.33	6.95
48.78	1.73	-1.47	8.32	9.34	6.93
48.79	1.73	-1.47	8.33	9.34	6.94
48.79	1.73	-1.47	8.33	9.32	6.95
48.80	1.73	-1.47	8.32	9.31	6.97
48.81	1.73	-1.47	8.32	9.29	6.98
48.81	1.73	-1.47	8.32	9.29	6.99
48.82	1.73	-1.47	8.32	9.30	6.98
48.82	1.73	-1.47	8.33	9.31	6.97
48.83	1.73	-1.47	8.33	9.31	6.97
48.83	1.73	-1.47	8.32	9.30	6.98
48.84	1.73	-1.47	8.33	9.29	6.99
48.84	1.73	-1.47	8.32	9.28	6.99
48.85	1.73	-1.47	8.31	9.27	7.00
48.86	1.73	-1.47	8.32	9.27	7.01
48.86	1.73	-1.47	8.32	9.26	7.01
48.87	1.73	-1.47	8.32	9.26	7.02
48.87	1.73	-1.47	8.32	9.27	7.01
48.88	1.73	-1.47	8.32	9.28	6.99
48.88	1.73	-1.47	8.32	9.28	6.99
48.89	1.73	-1.47	8.32	9.27	7.00
48.89	1.73	-1.47	8.32	9.28	7.00
48.90	1.73	-1.47	8.32	9.28	7.00
48.91	1.73	-1.47	8.32	9.28	7.00
48.91	1.74	-1.47	8.32	9.27	7.00
48.92	1.74	-1.47	8.33	9.26	7.01
48.92	1.74	-1.47	8.32	9.26	7.02
48.93	1.74	-1.47	8.32	9.25	7.03
48.93	1.74	-1.47	8.30	9.24	7.03
48.94	1.74	-1.47	8.32	9.23	7.04
48.94	1.74	-1.47	8.32	9.23	7.04
48.95	1.74	-1.47	8.32	9.23	7.05
48.96	1.74	-1.47	8.33	9.23	7.05
48.96	1.74	-1.47	8.32	9.22	7.06
48.97	1.74	-1.47	8.33	9.21	7.06
48.97	1.74	-1.47	8.33	9.21	7.07
48.98	1.74	-1.47	8.32	9.20	7.07
48.98	1.74	-1.47	8.33	9.20	7.08
48.99	1.74	-1.47	8.32	9.19	7.08
48.99	1.74	-1.47	8.33	9.20	7.08
49.00	1.74	-1.47	8.33	9.21	7.06
49.01	1.74	-1.47	8.32	9.24	7.04
49.01	1.74	-1.47	8.32	9.27	7.00
49.02	1.74	-1.47	8.32	9.30	6.97
49.02	1.74	-1.47	8.32	9.33	6.95
49.03	1.74	-1.47	8.32	9.33	6.94
49.03	1.74	-1.47	8.32	9.34	6.94
49.04	1.74	-1.47	8.33	9.33	6.94
49.04	1.74	-1.47	8.33	9.32	6.96
49.05	1.74	-1.47	8.33	9.30	6.97
49.06	1.74	-1.47	8.32	9.29	6.98
49.06	1.74	-1.47	8.33	9.29	6.99
49.07	1.74	-1.47	8.33	9.28	6.99
49.07	1.74	-1.47	8.32	9.28	6.99
49.08	1.74	-1.47	8.33	9.29	6.99
49.08	1.74	-1.47	8.33	9.30	6.98
49.09	1.74	-1.47	8.31	9.30	6.97
49.09	1.74	-1.47	8.32	9.30	6.97
49.10	1.74	-1.48	8.31	9.29	6.98
49.11	1.74	-1.48	8.33	9.30	6.98
49.11	1.74	-1.48	8.33	9.29	6.98
49.12	1.74	-1.48	8.32	9.29	6.99
49.12	1.74	-1.48	8.33	9.28	6.99
49.13	1.74	-1.48	8.32	9.28	6.99
49.13	1.74	-1.48	8.33	9.28	6.99
49.14	1.74	-1.48	8.33	9.29	6.99
49.14	1.74	-1.48	8.33	9.29	6.99
49.15	1.74	-1.48	8.32	9.29	6.99
49.16	1.74	-1.48	8.33	9.28	6.99
49.16	1.74	-1.48	8.33	9.28	7.00
49.17	1.74	-1.48	8.31	9.27	7.00
49.17	1.74	-1.48	8.33	9.28	7.00
49.18	1.74	-1.48	8.32	9.28	7.00
49.18	1.74	-1.48	8.33	9.29	6.98
49.19	1.75	-1.48	8.33	9.32	6.96
49.19	1.75	-1.48	8.33	9.34	6.94
49.20	1.75	-1.48	8.33	9.34	6.94
49.21	1.75	-1.48	8.33	9.32	6.96
49.21	1.75	-1.48	8.33	9.31	6.97
49.22	1.75	-1.48	8.32	9.29	6.99
49.22	1.75	-1.48	8.33	9.28	7.00
49.23	1.75	-1.48	8.32	9.27	7.00
49.23	1.75	-1.48	8.33	9.28	7.00
49.24	1.75	-1.48	8.33	9.28	7.00
49.24	1.75	-1.48	8.32	9.27	7.00
49.25	1.75	-1.48	8.34	9.27	7.01
49.26	1.75	-1.48	8.33	9.26	7.01
49.26	1.75	-1.48	8.32	9.26	7.02
49.27	1.75	-1.48	8.32	9.25	7.02
49.27	1.75	-1.48	8.33	9.25	7.02
49.28	1.75	-1.48	8.32	9.25	7.03
49.28	1.75	-1.48	8.31	9.25	7.02
49.29	1.75	-1.48	8.33	9.26	7.02
49.29	1.75	-1.48	8.32	9.26	7.02
49.30	1.75	-1.48	8.33	9.26	7.02
49.31	1.75	-1.48	8.33	9.26	7.02
49.31	1.75	-1.48	8.33	9.26	7.01
49.32	1.75	-1.48	8.33	9.26	7.01
49.32	1.75	-1.48	8.33	9.26	7.01
49.33	1.75	-1.48	8.34	9.27	7.01
49.33	1.75	-1.48	8.33	9.26	7.01
49.34	1.75	-1.48	8.32	9.26	7.01
49.34	1.75	-1.48	8.33	9.26	7.01
49.35	1.75	-1.48	8.33	9.27	7.01
49.36	1.75	-1.48	8.34	9.27	7.01
49.36	1.75	-1.48	8.33	9.27	7.01
49.37	1.75	-1.48	8.33	9.26	7.01
49.37	1.75	-1.48	8.33	9.27	7.01
49.38	1.75	-1.48	8.33	9.27	7.01
49.38	1.75	-1.48	8.33	9.28	7.00
49.39	1.75	-1.48	8.33	9.29	6.99
49.39	1.75	-1.48	8.31	9.31	6.97
49.40	1.75	-1.48	8.32	9.32	6.95
49.41	1.75	-1.48	8.30	9.32	6.95
49.41	1.75	-1.48	8.32	9.31	6.96
49.42	1.75	-1.48	8.34	9.31	6.97
49.42	1.75	-1.48	8.33	9.29	6.98
49.43	1.75	-1.48	8.33	9.29	6.98
49.43	1.75	-1.48	8.33	9.29	6.99
49.44	1.75	-1.48	8.33	9.29	6.98
49.44	1.75	-1.48	8.33	9.29	6.99
49.45	1.75	-1.48	8.33	9.29	6.99
49.46	1.75	-1.48	8.33	9.28	6.99
49.46	1.75	-1.48	8.33	9.27	7.00
49.47	1.75	-1.48	8.34	9.27	7.01
49.47	1.76	-1.48	8.33	9.26	7.02
49.48	1.76	-1.48	8.33	9.26	7.02
49.48	1.76	-1.48	8.34	9.25	7.03
49.49	1.76	-1.48	8.32	9.24	7.03
49.49	1.76	-1.48	8.33	9.24	7.03
49.50	1.76	-1.48	8.34	9.25	7.03
49.51	1.76	-1.48	8.33	9.25	7.03
49.51	1.76	-1.49	8.33	9.25	7.03
49.52	1.76	-1.49	8.33	9.26	7.02
49.52	1.76	-1.49	8.33	9.28	6.99
49.53	1.76	-1.49	8.34	9.31	6.97
49.53	1.76	-1.49	8.33	9.31	6.97
49.54	1.76	-1.49	8.33	9.30	6.97
49.54	1.76	-1.49	8.32	9.29	6.98
49.55	1.76	-1.49	8.33	9.28	7.00
49.56	1.76	-1.49	8.33	9.27	7.01
49.56	1.76	-1.49	8.33	9.27	7.01
49.57	1.76	-1.49	8.32	9.26	7.02
49.57	1.76	-1.49	8.32	9.25	7.02
49.58	1.76	-1.49	8.33	9.24	7.03
49.58	1.76	-1.49	8.32	9.24	7.04
49.59	1.76	-1.49	8.33	9.24	7.04
49.59	1.76	-1.49	8.33	9.23	7.05
49.60	1.76	-1.49	8.34	9.23	7.05
49.61	1.76	-1.49	8.33	9.22	7.05
49.61	1.76	-1.49	8.33	9.22	7.06
49.62	1.76	-1.49	8.33	9.23	7.05
49.62	1.76	-1.49	8.33	9.25	7.03
49.63	1.76	-1.49	8.32	9.28	7.00
49.63	1.76	-1.49	8.32	9.31	6.97
49.64	1.76	-1.49	8.33	9.32	6.96
49.64	1.76	-1.49	8.33	9.32	6.96
49.65	1.76	-1.49	8.33	9.31	6.97
49.66	1.76	-1.49	8.32	9.30	6.98
49.66	1.76	-1.49	8.33	9.29	6.98
49.67	1.76	-1.49	8.33	9.29	6.99
49.67	1.76	-1.49	8.33	9.27	7.00
49.68	1.76	-1.49	8.33	9.27	7.01
49.68	1.76	-1.49	8.34	9.26	7.02
49.69	1.76	-1.49	8.33	9.25	7.02
49.69	1.76	-1.49	8.33	9.26	7.02
49.70	1.76	-1.49	8.33	9.26	7.01
49.71	1.76	-1.49	8.34	9.27	7.01
49.71	1.76	-1.49	8.33	9.26	7.01
49.72	1.76	-1.49	8.33	9.27	7.01
49.72	1.76	-1.49	8.33	9.27	7.01
49.73	1.76	-1.49	8.34	9.27	7.01
49.73	1.76	-1.49	8.33	9.26	7.02
49.74	1.76	-1.49	8.34	9.26	7.02
49.74	1.76	-1.49	8.33	9.25	7.03
49.75	1.76	-1.49	8.33	9.24	7.04
49.76	1.77	-1.49	8.33	9.23	7.04
49.76	1.77	-1.49	8.34	9.23	7.05
49.77	1.77	-1.49	8.34	9.22	7.06
49.77	1.77	-1.49	8.34	9.22	7.06
49.78	1.77	-1.49	8.34	9.21	7.07
49.78	1.77	-1.49	8.33	9.21	7.07
49.79	1.77	-1.49	8.34	9.21	7.07
49.79	1.77	-1.49	8.34	9.21	7.07
49.80	1.77	-1.49	8.34	9.22	7.06
49.81	1.77	-1.49	8.34	9.22	7.06
49.81	1.77	-1.49	8.34	9.23	7.05
49.82	1.77	-1.49	8.33	9.23	7.05
49.82	1.77	-1.49	8.34	9.23	7.05
49.83	1.77	-1.49	8.33	9.23	7.04
49.83	1.77	-1.49	8.34	9.24	7.04
49.84	1.77	-1.49	8.33	9.25	7.03
49.84	1.77	-1.49	8.33	9.28	6.99
49.85	1.77	-1.49	8.33	9.33	6.95
49.86	1.77	-1.49	8.33	9.35	6.93
49.86	1.77	-1.49	8.33	9.35	6.93
49.87	1.77	-1.49	8.33	9.35	6.93
49.87	1.77	-1.49	8.33	9.33	6.94
49.88	1.77	-1.49	8.33	9.33	6.95
49.88	1.77	-1.49	8.33	9.32	6.95
49.89	1.77	-1.49	8.33	9.33	6.95
49.89	1.77	-1.49	8.33	9.33	6.95
49.90	1.77	-1.49	8.34	9.33	6.95
49.91	1.77	-1.49	8.33	9.34	6.94
49.91	1.77	-1.49	8.33	9.34	6.94
49.92	1.77	-1.49	8.34	9.34	6.94
49.92	1.77	-1.50	8.33	9.34	6.94
49.93	1.77	-1.50	8.34	9.34	6.94
49.93	1.77	-1.50	8.33	9.33	6.95
49.94	1.77	-1.50	8.34	9.33	6.95
49.94	1.77	-1.50	8.33	9.32	6.96
49.95	1.77	-1.50	8.34	9.32	6.96
49.96	1.77	-1.50	8.33	9.31	6.97
49.96	1.77	-1.50	8.34	9.31	6.97
49.97	1.77	-1.50	8.34	9.31	6.97
49.97	1.77	-1.50	8.34	9.31	6.97
49.98	1.77	-1.50	8.34	9.31	6.97
49.98	1.77	-1.50	8.34	9.31	6.97
49.99	1.77	-1.50	8.34	9.31	6.97
49.99	1.77	-1.50	8.33	9.31	6.97
50.00	1.77	-1.50	8.34	9.31	6.97
50.01	1.77	-1.50	8.33	9.31	6.97
50.01	1.77	-1.50	8.33	9.30	6.97
50.02	1.77	-1.50	8.34	9.31	6.97
50.02	1.77	-1.50	8.33	9.31	6.97
50.03	1.77	-1.50	8.34	9.30	6.98
50.03	1.77	-1.50	8.34	9.30	6.98
50.04	1.78	-1.50	8.34	9.30	6.98
50.04	1.78	-1.50	8.34	9.31	6.97
50.05	1.78	-1.50	8.34	9.30	6.97
50.06	1.78	-1.50	8.34	9.30	6.98
50.06	1.78	-1.50	8.34	9.30	6.98
50.07	1.78	-1.50	8.33	9.30	6.98
50.07	1.78	-1.50	8.33	9.30	6.98
50.08	1.78	-1.50	8.33	9.29	6.98
50.08	1.78	-1.50	8.34	9.30	6.98
50.09	1.78	-1.50	8.34	9.30	6.98
50.09	1.78	-1.50	8.34	9.30	6.98
50.10	1.78	-1.50	8.34	9.30	6.98
50.11	1.78	-1.50	8.34	9.30	6.98
50.11	1.78	-1.50	8.34	9.30	6.98
50.12	1.78	-1.50	8.34	9.30	6.98
50.12	1.78	-1.50	8.34	9.30	6.98
50.13	1.78	-1.50	8.34	9.30	6.98
50.13	1.78	-1.50	8.34	9.30	6.98
50.14	1.78	-1.50	8.34	9.30	6.98
50.14	1.78	-1.50	8.33	9.30	6.97
50.15	1.78	-1.50	8.33	9.30	6.97
50.16	1.78	-1.50	8.34	9.31	6.97
50.16	1.78	-1.50	8.33	9.31	6.97
50.17	1.78	-1.50	8.34	9.33	6.95
50.17	1.78	-1.50	8.34	9.34	6.94
50.18	1.78	-1.50	8.34	9.35	6.93
50.18	1.78	-1.50	8.35	9.35	6.93
50.19	1.78	-1.50	8.34	9.35	6.93
50.19	1.78	-1.50	8.34	9.34	6.94
50.20	1.78	-1.50	8.35	9.35	6.94
50.21	1.78	-1.50	8.33	9.34	6.94
50.21	1.78	-1.50	8.34	9.33	6.95
50.22	1.78	-1.50	8.35	9.33	6.96
50.22	1.78	-1.50	8.35	9.32	6.96
50.23	1.78	-1.50	8.34	9.31	6.97
50.23	1.78	-1.50	8.34	9.32	6.96
50.24	1.78	-1.50	8.34	9.32	6.96
50.24	1.78	-1.50	8.34	9.31	6.97
50.25	1.78	-1.50	8.34	9.31	6.97
50.26	1.78	-1.50	8.34	9.31	6.97
50.26	1.78	-1.50	8.34	9.31	6.97
50.27	1.78	-1.50	8.34	9.30	6.98
50.27	1.78	-1.50	8.35	9.29	6.99
50.28	1.78	-1.50	8.34	9.29	6.99
50.28	1.78	-1.50	8.35	9.29	6.99
50.29	1.78	-1.50	8.34	9.28	7.00
50.29	1.78	-1.50	8.35	9.28	7.00
50.30	1.78	-1.50	8.35	9.27	7.01
50.31	1.78	-1.50	8.34	9.26	7.02
50.31	1.78	-1.50	8.33	9.26	7.02
50.32	1.79	-1.50	8.34	9.25	7.03
50.32	1.79	-1.50	8.35	9.25	7.03
50.33	1.79	-1.50	8.35	9.25	7.03
50.33	1.79	-1.50	8.34	9.24	7.04
50.34	1.79	-1.51	8.35	9.24	7.04
50.34	1.79	-1.51	8.34	9.23	7.05
50.35	1.79	-1.51	8.35	9.24	7.05
