"time [h]"	"axial strain[%]"	"radial strain[%]"	"diff. stress[MPa]"	"eff. mean stress[MPa]"	"mean u[MPa]"
21.93	0.79	-0.56	11.06	9.88	6.61
21.93	0.79	-0.56	11.06	9.88	6.61
21.94	0.79	-0.56	11.06	9.89	6.60
21.94	0.79	-0.56	11.07	9.88	6.60
21.95	0.79	-0.56	11.07	9.88	6.61
21.96	0.79	-0.56	11.07	9.87	6.61
21.96	0.79	-0.56	11.07	9.88	6.61
21.97	0.79	-0.56	11.07	9.87	6.62
21.97	0.79	-0.56	11.07	9.86	6.63
21.98	0.79	-0.56	11.07	9.86	6.63
21.98	0.79	-0.56	11.07	9.86	6.64
21.99	0.79	-0.56	11.07	9.87	6.62
21.99	0.79	-0.56	11.07	9.87	6.62
22.00	0.79	-0.57	11.07	9.87	6.62
22.01	0.80	-0.56	11.07	9.87	6.62
22.01	0.80	-0.57	11.07	9.89	6.61
22.02	0.80	-0.57	11.07	9.90	6.59
22.02	0.80	-0.57	11.07	9.90	6.60
22.03	0.80	-0.57	11.08	9.89	6.61
22.03	0.80	-0.57	11.08	9.87	6.62
22.04	0.80	-0.57	11.08	9.86	6.63
22.04	0.80	-0.57	11.08	9.85	6.64
22.05	0.80	-0.57	11.08	9.86	6.63
22.06	0.80	-0.57	11.07	9.86	6.63
22.06	0.80	-0.57	11.08	9.87	6.62
22.07	0.80	-0.57	11.08	9.88	6.61
22.07	0.80	-0.57	11.08	9.88	6.61
22.08	0.80	-0.57	11.08	9.88	6.61
22.08	0.80	-0.57	11.08	9.87	6.62
22.09	0.80	-0.57	11.08	9.86	6.63
22.09	0.80	-0.57	11.08	9.85	6.64
22.10	0.80	-0.57	11.08	9.86	6.64
22.11	0.80	-0.57	11.08	9.86	6.63
22.11	0.80	-0.57	11.08	9.87	6.62
22.12	0.80	-0.57	11.09	9.88	6.62
22.12	0.80	-0.57	11.08	9.87	6.63
22.13	0.80	-0.57	11.09	9.86	6.63
22.13	0.80	-0.57	11.09	9.86	6.64
22.14	0.80	-0.57	11.09	9.87	6.62
22.14	0.80	-0.57	11.08	9.87	6.62
22.15	0.80	-0.57	11.09	9.88	6.62
22.16	0.80	-0.57	11.09	9.88	6.62
22.16	0.80	-0.57	11.08	9.88	6.61
22.17	0.80	-0.57	11.08	9.90	6.59
22.17	0.80	-0.57	11.08	9.90	6.59
22.18	0.80	-0.57	11.09	9.89	6.60
22.18	0.80	-0.57	11.09	9.88	6.62
22.19	0.80	-0.57	11.09	9.87	6.63
22.19	0.80	-0.57	11.08	9.86	6.64
22.20	0.80	-0.57	11.09	9.86	6.64
22.21	0.80	-0.57	11.08	9.86	6.63
22.21	0.80	-0.57	11.08	9.87	6.62
22.22	0.80	-0.57	11.09	9.88	6.62
22.22	0.80	-0.57	11.08	9.87	6.62
22.23	0.80	-0.57	11.08	9.86	6.63
22.23	0.80	-0.57	11.08	9.86	6.63
22.24	0.80	-0.57	11.08	9.87	6.62
22.24	0.80	-0.57	11.09	9.88	6.62
22.25	0.80	-0.57	11.09	9.88	6.61
22.26	0.80	-0.57	11.08	9.88	6.61
22.26	0.80	-0.57	11.09	9.88	6.61
22.27	0.80	-0.57	11.09	9.88	6.61
22.27	0.80	-0.57	11.09	9.89	6.60
22.28	0.80	-0.57	11.09	9.90	6.60
22.28	0.81	-0.57	11.09	9.90	6.60
22.29	0.81	-0.57	11.08	9.89	6.61
22.29	0.81	-0.57	11.09	9.89	6.61
22.30	0.81	-0.57	11.09	9.89	6.61
22.31	0.81	-0.57	11.09	9.90	6.60
22.31	0.81	-0.57	11.09	9.91	6.59
22.32	0.81	-0.57	11.09	9.91	6.59
22.32	0.81	-0.57	11.09	9.90	6.60
22.33	0.81	-0.57	11.09	9.89	6.61
22.33	0.81	-0.57	11.09	9.87	6.62
22.34	0.81	-0.57	11.09	9.86	6.63
22.34	0.81	-0.57	11.09	9.86	6.64
22.35	0.81	-0.57	11.09	9.87	6.63
22.36	0.81	-0.57	11.09	9.87	6.62
22.36	0.81	-0.57	11.09	9.88	6.62
22.37	0.81	-0.57	11.09	9.88	6.62
22.37	0.81	-0.57	11.09	9.87	6.63
22.38	0.81	-0.57	11.09	9.86	6.64
22.38	0.81	-0.58	11.09	9.87	6.63
22.39	0.81	-0.58	11.09	9.87	6.63
22.39	0.81	-0.58	11.09	9.87	6.63
22.40	0.81	-0.58	11.09	9.86	6.64
22.41	0.81	-0.58	11.09	9.86	6.63
22.41	0.81	-0.58	11.09	9.87	6.63
22.42	0.81	-0.58	11.09	9.87	6.62
22.42	0.81	-0.58	11.09	9.87	6.62
22.43	0.81	-0.58	11.09	9.87	6.62
22.43	0.81	-0.58	11.09	9.87	6.63
22.44	0.81	-0.58	11.09	9.87	6.63
22.44	0.81	-0.58	11.09	9.87	6.62
22.45	0.81	-0.58	11.09	9.88	6.62
22.46	0.81	-0.58	11.09	9.88	6.62
22.46	0.81	-0.58	11.09	9.87	6.62
22.47	0.81	-0.58	11.09	9.87	6.62
22.47	0.81	-0.58	11.09	9.87	6.63
22.48	0.81	-0.58	11.09	9.87	6.63
22.48	0.81	-0.58	11.08	9.86	6.63
22.49	0.81	-0.58	11.09	9.87	6.63
22.49	0.81	-0.58	11.08	9.87	6.62
22.50	0.81	-0.58	11.08	9.87	6.62
22.51	0.81	-0.58	11.08	9.87	6.62
22.51	0.81	-0.58	11.08	9.87	6.62
22.52	0.81	-0.58	11.08	9.87	6.62
22.52	0.81	-0.58	11.08	9.87	6.62
22.53	0.81	-0.58	11.08	9.87	6.62
22.53	0.81	-0.58	11.08	9.87	6.62
22.54	0.81	-0.58	11.08	9.86	6.63
22.54	0.81	-0.58	11.07	9.87	6.62
22.55	0.81	-0.58	11.07	9.86	6.63
22.56	0.82	-0.58	11.07	9.87	6.62
22.56	0.82	-0.58	11.07	9.87	6.62
22.57	0.82	-0.58	11.07	9.87	6.62
22.57	0.82	-0.58	11.07	9.87	6.62
22.58	0.82	-0.58	11.07	9.86	6.62
22.58	0.82	-0.58	11.07	9.86	6.63
22.59	0.82	-0.58	11.06	9.86	6.63
22.59	0.82	-0.58	11.06	9.86	6.63
22.60	0.82	-0.58	11.06	9.87	6.62
22.61	0.82	-0.58	11.06	9.87	6.61
22.61	0.82	-0.58	11.06	9.87	6.62
22.62	0.82	-0.58	11.05	9.87	6.62
22.62	0.82	-0.58	11.05	9.87	6.62
22.63	0.82	-0.58	11.05	9.87	6.62
22.63	0.82	-0.58	11.05	9.87	6.62
22.64	0.82	-0.58	11.04	9.86	6.62
22.64	0.82	-0.58	11.04	9.87	6.61
22.65	0.82	-0.58	11.04	9.86	6.61
22.66	0.82	-0.58	11.03	9.86	6.62
22.66	0.82	-0.58	11.03	9.86	6.61
22.67	0.82	-0.58	11.02	9.86	6.62
22.67	0.82	-0.58	11.02	9.86	6.61
22.68	0.82	-0.58	11.02	9.86	6.61
22.68	0.82	-0.58	11.02	9.86	6.61
22.69	0.82	-0.58	11.01	9.86	6.61
22.69	0.82	-0.58	11.01	9.86	6.61
22.70	0.82	-0.58	11.01	9.85	6.61
22.71	0.82	-0.58	11.00	9.86	6.61
22.71	0.82	-0.58	11.00	9.86	6.61
22.72	0.82	-0.58	10.99	9.86	6.60
22.72	0.82	-0.58	10.99	9.86	6.60
22.73	0.82	-0.58	10.99	9.86	6.60
22.73	0.82	-0.58	10.98	9.86	6.60
22.74	0.82	-0.58	10.98	9.86	6.60
22.74	0.82	-0.58	10.98	9.86	6.60
22.75	0.82	-0.58	10.97	9.86	6.60
22.76	0.82	-0.58	10.97	9.86	6.60
22.76	0.82	-0.58	10.97	9.85	6.60
22.77	0.82	-0.58	10.96	9.85	6.60
22.77	0.82	-0.59	10.96	9.85	6.60
22.78	0.82	-0.59	10.95	9.86	6.60
22.78	0.82	-0.59	10.95	9.85	6.60
22.79	0.82	-0.59	10.95	9.86	6.59
22.79	0.82	-0.59	10.95	9.86	6.59
22.80	0.82	-0.59	10.94	9.85	6.60
22.81	0.82	-0.59	10.94	9.85	6.59
22.81	0.82	-0.59	10.93	9.85	6.59
22.82	0.82	-0.59	10.93	9.85	6.59
22.82	0.82	-0.59	10.92	9.85	6.59
22.83	0.82	-0.59	10.92	9.85	6.59
22.83	0.83	-0.59	10.92	9.85	6.59
22.84	0.83	-0.59	10.91	9.85	6.59
22.84	0.83	-0.59	10.91	9.85	6.59
22.85	0.83	-0.59	10.91	9.85	6.59
22.86	0.83	-0.59	10.91	9.84	6.59
22.86	0.83	-0.59	10.91	9.85	6.59
22.87	0.83	-0.59	10.90	9.85	6.59
22.87	0.83	-0.59	10.90	9.86	6.57
22.88	0.83	-0.59	10.90	9.86	6.57
22.88	0.83	-0.59	10.89	9.85	6.58
22.89	0.83	-0.59	10.89	9.85	6.58
22.89	0.83	-0.59	10.89	9.85	6.58
22.90	0.83	-0.59	10.89	9.85	6.58
22.91	0.83	-0.59	10.88	9.85	6.58
22.91	0.83	-0.59	10.88	9.85	6.58
22.92	0.83	-0.59	10.88	9.85	6.58
22.92	0.83	-0.59	10.88	9.85	6.58
22.93	0.83	-0.59	10.87	9.84	6.58
22.93	0.83	-0.59	10.87	9.85	6.58
22.94	0.83	-0.59	10.87	9.85	6.57
22.94	0.83	-0.59	10.86	9.85	6.57
22.95	0.83	-0.59	10.86	9.85	6.57
22.96	0.83	-0.59	10.86	9.85	6.56
22.96	0.83	-0.59	10.86	9.85	6.57
22.97	0.83	-0.59	10.85	9.85	6.57
22.97	0.83	-0.59	10.85	9.85	6.57
22.98	0.83	-0.59	10.85	9.85	6.57
22.98	0.83	-0.59	10.84	9.85	6.56
22.99	0.83	-0.59	10.84	9.85	6.57
22.99	0.83	-0.59	10.84	9.85	6.56
23.00	0.83	-0.59	10.83	9.84	6.57
23.01	0.83	-0.59	10.83	9.85	6.56
23.01	0.83	-0.59	10.83	9.85	6.56
23.02	0.83	-0.59	10.82	9.85	6.55
23.02	0.83	-0.59	10.82	9.85	6.55
23.03	0.83	-0.59	10.82	9.85	6.56
23.03	0.83	-0.59	10.81	9.85	6.55
23.04	0.83	-0.59	10.81	9.85	6.55
23.04	0.83	-0.59	10.81	9.85	6.55
23.05	0.83	-0.59	10.80	9.85	6.55
23.06	0.83	-0.59	10.80	9.85	6.55
23.06	0.83	-0.59	10.79	9.85	6.55
23.07	0.83	-0.59	10.79	9.85	6.55
23.07	0.83	-0.59	10.79	9.84	6.56
23.08	0.83	-0.59	10.78	9.84	6.55
23.08	0.83	-0.60	10.78	9.84	6.55
23.09	0.83	-0.60	10.77	9.85	6.54
23.09	0.83	-0.60	10.77	9.84	6.55
23.10	0.83	-0.60	10.76	9.85	6.54
23.11	0.84	-0.60	10.76	9.85	6.54
23.11	0.84	-0.60	10.76	9.85	6.53
23.12	0.84	-0.60	10.75	9.85	6.54
23.12	0.84	-0.60	10.75	9.85	6.54
23.13	0.84	-0.60	10.75	9.85	6.53
23.13	0.84	-0.60	10.74	9.85	6.53
23.14	0.84	-0.60	10.74	9.84	6.54
23.14	0.84	-0.60	10.74	9.84	6.54
23.15	0.84	-0.60	10.73	9.85	6.53
23.16	0.84	-0.60	10.73	9.85	6.53
23.16	0.84	-0.60	10.72	9.84	6.53
23.17	0.84	-0.60	10.72	9.85	6.52
23.17	0.84	-0.60	10.72	9.85	6.53
23.18	0.84	-0.60	10.72	9.84	6.53
23.18	0.84	-0.60	10.71	9.83	6.54
23.19	0.84	-0.60	10.71	9.84	6.53
23.19	0.84	-0.60	10.71	9.85	6.52
23.20	0.84	-0.60	10.71	9.85	6.52
23.21	0.84	-0.60	10.70	9.85	6.52
23.21	0.84	-0.60	10.70	9.85	6.51
23.22	0.84	-0.60	10.70	9.85	6.52
23.22	0.84	-0.60	10.70	9.84	6.52
23.23	0.84	-0.60	10.69	9.83	6.53
23.23	0.84	-0.60	10.69	9.84	6.52
23.24	0.84	-0.60	10.69	9.85	6.52
23.24	0.84	-0.60	10.68	9.85	6.51
23.25	0.84	-0.60	10.68	9.84	6.52
23.26	0.84	-0.60	10.68	9.84	6.52
23.26	0.84	-0.60	10.68	9.84	6.52
23.27	0.84	-0.60	10.67	9.84	6.51
23.27	0.84	-0.60	10.67	9.85	6.51
23.28	0.84	-0.60	10.67	9.85	6.51
23.28	0.84	-0.60	10.67	9.84	6.51
23.29	0.84	-0.60	10.66	9.84	6.52
23.29	0.84	-0.60	10.66	9.84	6.51
23.30	0.84	-0.60	10.66	9.84	6.51
23.31	0.84	-0.60	10.65	9.84	6.51
23.31	0.84	-0.60	10.65	9.85	6.50
23.32	0.84	-0.60	10.64	9.85	6.50
23.32	0.84	-0.60	10.64	9.85	6.50
23.33	0.84	-0.61	10.64	9.84	6.50
23.33	0.84	-0.61	10.64	9.83	6.51
23.34	0.84	-0.61	10.63	9.84	6.50
23.34	0.84	-0.61	10.63	9.84	6.50
23.35	0.84	-0.61	10.62	9.85	6.49
23.36	0.84	-0.61	10.62	9.84	6.49
23.36	0.84	-0.61	10.61	9.84	6.50
23.37	0.84	-0.61	10.61	9.83	6.51
23.37	0.84	-0.61	10.60	9.83	6.51
23.38	0.84	-0.61	10.60	9.83	6.50
23.38	0.85	-0.61	10.59	9.84	6.49
23.39	0.85	-0.61	10.59	9.84	6.49
23.39	0.85	-0.61	10.58	9.83	6.49
23.40	0.85	-0.61	10.57	9.82	6.50
23.41	0.85	-0.61	10.57	9.83	6.49
23.41	0.85	-0.61	10.56	9.83	6.49
23.42	0.85	-0.61	10.56	9.84	6.48
23.42	0.85	-0.61	10.55	9.83	6.48
23.43	0.85	-0.61	10.54	9.83	6.48
23.43	0.85	-0.61	10.54	9.84	6.48
23.44	0.85	-0.61	10.53	9.83	6.48
23.44	0.85	-0.61	10.52	9.83	6.48
23.45	0.85	-0.61	10.51	9.83	6.48
23.46	0.85	-0.61	10.51	9.83	6.48
23.46	0.85	-0.61	10.50	9.83	6.47
23.47	0.85	-0.61	10.49	9.82	6.47
23.47	0.85	-0.61	10.48	9.83	6.47
23.48	0.85	-0.61	10.47	9.82	6.47
23.48	0.85	-0.61	10.47	9.82	6.47
23.49	0.85	-0.61	10.46	9.83	6.46
23.49	0.85	-0.62	10.45	9.82	6.46
23.50	0.85	-0.62	10.45	9.81	6.47
23.51	0.85	-0.62	10.44	9.81	6.47
23.51	0.85	-0.62	10.43	9.82	6.46
23.52	0.85	-0.62	10.42	9.83	6.44
23.52	0.85	-0.62	10.41	9.83	6.44
23.53	0.85	-0.62	10.40	9.82	6.45
23.53	0.85	-0.62	10.39	9.81	6.46
23.54	0.85	-0.62	10.38	9.81	6.45
23.54	0.85	-0.62	10.37	9.81	6.45
23.55	0.85	-0.62	10.36	9.81	6.44
23.56	0.85	-0.62	10.35	9.82	6.43
23.56	0.85	-0.62	10.34	9.81	6.44
23.57	0.85	-0.62	10.33	9.80	6.44
23.57	0.85	-0.62	10.32	9.81	6.44
23.58	0.85	-0.62	10.31	9.81	6.43
23.58	0.85	-0.62	10.30	9.81	6.42
23.59	0.85	-0.62	10.29	9.81	6.42
23.59	0.85	-0.62	10.27	9.80	6.43
23.60	0.85	-0.62	10.26	9.79	6.43
23.61	0.85	-0.63	10.25	9.79	6.43
23.61	0.85	-0.63	10.23	9.79	6.42
23.62	0.85	-0.63	10.22	9.79	6.41
23.62	0.85	-0.63	10.21	9.79	6.41
23.63	0.85	-0.63	10.19	9.78	6.41
23.63	0.85	-0.63	10.18	9.77	6.42
23.64	0.85	-0.63	10.17	9.78	6.41
23.64	0.85	-0.63	10.16	9.79	6.40
23.65	0.85	-0.63	10.14	9.79	6.39
23.66	0.85	-0.63	10.13	9.79	6.39
23.66	0.86	-0.63	10.12	9.79	6.38
23.67	0.86	-0.63	10.11	9.79	6.39
23.67	0.86	-0.63	10.10	9.78	6.39
23.68	0.86	-0.63	10.09	9.78	6.38
23.68	0.86	-0.63	10.08	9.78	6.38
23.69	0.86	-0.63	10.07	9.79	6.37
23.69	0.86	-0.63	10.06	9.79	6.37
23.70	0.86	-0.64	10.06	9.79	6.36
23.71	0.86	-0.64	10.05	9.78	6.36
23.71	0.86	-0.64	10.04	9.78	6.37
23.72	0.86	-0.64	10.03	9.77	6.38
23.72	0.86	-0.64	10.02	9.77	6.37
23.73	0.86	-0.64	10.02	9.78	6.36
23.73	0.86	-0.64	10.01	9.79	6.35
23.74	0.86	-0.64	10.00	9.79	6.35
23.74	0.86	-0.64	10.00	9.79	6.35
23.75	0.86	-0.64	9.99	9.78	6.35
23.76	0.86	-0.64	9.98	9.78	6.35
23.76	0.86	-0.64	9.98	9.78	6.34
23.77	0.86	-0.64	9.97	9.78	6.34
23.77	0.86	-0.64	9.96	9.79	6.34
23.78	0.86	-0.64	9.96	9.78	6.34
23.78	0.86	-0.64	9.95	9.78	6.34
23.79	0.86	-0.64	9.94	9.78	6.33
23.79	0.86	-0.64	9.94	9.78	6.33
23.80	0.86	-0.64	9.93	9.78	6.33
23.81	0.86	-0.64	9.92	9.78	6.33
23.81	0.86	-0.64	9.91	9.77	6.33
23.82	0.86	-0.65	9.91	9.78	6.32
23.82	0.86	-0.65	9.90	9.78	6.32
23.83	0.86	-0.65	9.89	9.78	6.32
23.83	0.86	-0.65	9.88	9.77	6.32
23.84	0.86	-0.65	9.87	9.77	6.33
23.84	0.86	-0.65	9.87	9.77	6.32
23.85	0.86	-0.65	9.86	9.77	6.32
23.86	0.86	-0.65	9.85	9.77	6.31
23.86	0.86	-0.65	9.85	9.78	6.31
23.87	0.86	-0.65	9.84	9.78	6.30
23.87	0.86	-0.65	9.83	9.78	6.30
23.88	0.86	-0.65	9.82	9.77	6.30
23.88	0.86	-0.65	9.81	9.77	6.30
23.89	0.86	-0.65	9.81	9.77	6.30
23.89	0.86	-0.65	9.80	9.77	6.29
23.90	0.86	-0.65	9.79	9.78	6.29
23.91	0.86	-0.65	9.78	9.77	6.29
23.91	0.86	-0.65	9.77	9.77	6.29
23.92	0.86	-0.65	9.77	9.77	6.29
23.92	0.86	-0.65	9.76	9.76	6.29
23.93	0.86	-0.65	9.75	9.77	6.28
23.93	0.87	-0.66	9.74	9.77	6.28
23.94	0.87	-0.66	9.74	9.77	6.27
23.94	0.87	-0.66	9.72	9.77	6.27
23.95	0.87	-0.66	9.72	9.77	6.27
23.96	0.87	-0.66	9.71	9.76	6.27
23.96	0.87	-0.66	9.70	9.76	6.27
23.97	0.87	-0.66	9.69	9.75	6.28
23.97	0.87	-0.66	9.68	9.75	6.27
23.98	0.87	-0.66	9.67	9.76	6.26
23.98	0.87	-0.66	9.66	9.77	6.25
23.99	0.87	-0.66	9.65	9.77	6.25
23.99	0.87	-0.66	9.64	9.77	6.24
24.00	0.87	-0.66	9.63	9.77	6.24
24.01	0.87	-0.66	9.62	9.76	6.25
24.01	0.87	-0.66	9.60	9.75	6.26
24.02	0.87	-0.66	9.59	9.74	6.25
24.02	0.87	-0.66	9.58	9.75	6.24
24.03	0.87	-0.66	9.57	9.76	6.23
24.03	0.87	-0.66	9.56	9.76	6.23
24.04	0.87	-0.67	9.54	9.75	6.23
24.04	0.87	-0.67	9.53	9.74	6.24
24.05	0.87	-0.67	9.52	9.74	6.23
24.06	0.87	-0.67	9.51	9.75	6.22
24.06	0.87	-0.67	9.51	9.76	6.21
24.07	0.87	-0.67	9.48	9.75	6.21
24.07	0.87	-0.67	9.47	9.74	6.22
24.08	0.87	-0.67	9.46	9.73	6.22
24.08	0.87	-0.67	9.45	9.74	6.21
24.09	0.87	-0.67	9.44	9.74	6.21
24.09	0.87	-0.67	9.43	9.75	6.20
24.10	0.87	-0.67	9.41	9.74	6.20
24.11	0.87	-0.67	9.40	9.74	6.19
24.11	0.87	-0.67	9.38	9.74	6.19
24.12	0.87	-0.67	9.37	9.73	6.19
24.12	0.87	-0.67	9.35	9.73	6.19
24.13	0.87	-0.67	9.34	9.72	6.19
24.13	0.87	-0.67	9.32	9.72	6.19
24.14	0.87	-0.68	9.29	9.70	6.19
24.14	0.87	-0.68	9.26	9.71	6.18
24.15	0.87	-0.68	9.24	9.72	6.16
24.16	0.87	-0.68	9.21	9.71	6.16
24.16	0.87	-0.68	9.18	9.72	6.14
24.17	0.87	-0.68	9.15	9.71	6.14
24.17	0.87	-0.68	9.12	9.70	6.14
24.18	0.87	-0.68	9.09	9.69	6.14
24.18	0.87	-0.68	9.06	9.68	6.14
24.19	0.87	-0.68	9.02	9.68	6.13
24.19	0.87	-0.68	8.97	9.68	6.11
24.20	0.87	-0.68	8.92	9.67	6.10
24.21	0.87	-0.68	8.87	9.66	6.10
24.21	0.88	-0.68	8.82	9.64	6.10
24.22	0.88	-0.69	8.76	9.63	6.10
24.22	0.88	-0.69	8.71	9.62	6.08
24.23	0.88	-0.69	8.66	9.63	6.06
24.23	0.88	-0.69	8.61	9.62	6.05
24.24	0.88	-0.69	8.57	9.61	6.05
24.24	0.88	-0.69	8.53	9.59	6.05
24.25	0.88	-0.69	8.49	9.59	6.04
24.26	0.88	-0.69	8.46	9.59	6.03
24.26	0.88	-0.69	8.43	9.60	6.01
24.27	0.88	-0.69	8.41	9.60	6.01
24.27	0.88	-0.69	8.38	9.59	6.00
24.28	0.88	-0.69	8.36	9.59	6.00
24.28	0.88	-0.69	8.34	9.59	5.99
24.29	0.88	-0.69	8.32	9.58	5.99
24.29	0.88	-0.70	8.30	9.59	5.98
24.30	0.88	-0.70	8.28	9.59	5.97
24.31	0.88	-0.70	8.26	9.59	5.96
24.31	0.88	-0.70	8.25	9.60	5.95
24.32	0.88	-0.70	8.24	9.59	5.96
24.32	0.88	-0.70	8.22	9.58	5.96
24.33	0.88	-0.70	8.21	9.58	5.95
24.33	0.88	-0.70	8.20	9.59	5.94
24.34	0.88	-0.70	8.18	9.60	5.93
24.34	0.88	-0.70	8.17	9.60	5.93
24.35	0.88	-0.70	8.16	9.59	5.93
24.36	0.88	-0.70	8.15	9.59	5.92
24.36	0.88	-0.70	8.14	9.59	5.92
24.37	0.88	-0.70	8.13	9.59	5.92
24.37	0.88	-0.70	8.12	9.60	5.91
24.38	0.88	-0.70	8.11	9.60	5.91
24.38	0.88	-0.70	8.10	9.59	5.91
24.39	0.88	-0.70	8.09	9.59	5.91
24.39	0.88	-0.70	8.09	9.59	5.90
24.40	0.88	-0.70	8.08	9.60	5.89
24.41	0.88	-0.70	8.07	9.61	5.88
24.41	0.88	-0.70	8.06	9.60	5.88
24.42	0.88	-0.70	8.06	9.60	5.89
24.42	0.88	-0.71	8.05	9.60	5.88
24.43	0.88	-0.71	8.04	9.60	5.88
24.43	0.88	-0.71	8.03	9.60	5.87
24.44	0.88	-0.71	8.03	9.61	5.87
24.44	0.88	-0.71	8.02	9.60	5.87
24.45	0.88	-0.71	8.02	9.61	5.86
24.46	0.88	-0.71	8.01	9.61	5.86
24.46	0.88	-0.71	8.00	9.60	5.86
24.47	0.88	-0.71	8.00	9.61	5.86
24.47	0.88	-0.71	7.99	9.61	5.86
24.48	0.88	-0.71	7.99	9.60	5.86
24.48	0.89	-0.71	7.98	9.60	5.86
24.49	0.89	-0.71	7.98	9.61	5.85
24.49	0.89	-0.71	7.97	9.61	5.84
24.50	0.89	-0.71	7.97	9.62	5.83
24.51	0.89	-0.71	7.96	9.63	5.82
24.51	0.89	-0.71	7.96	9.64	5.81
24.52	0.89	-0.71	7.95	9.66	5.79
24.52	0.89	-0.71	7.94	9.66	5.79
24.53	0.89	-0.71	7.94	9.65	5.80
24.53	0.89	-0.71	7.94	9.64	5.81
24.54	0.89	-0.71	7.93	9.65	5.80
24.54	0.89	-0.71	7.93	9.65	5.79
24.55	0.89	-0.71	7.92	9.65	5.79
24.56	0.89	-0.71	7.92	9.65	5.79
24.56	0.89	-0.71	7.91	9.65	5.78
24.57	0.89	-0.71	7.91	9.66	5.78
24.57	0.89	-0.72	7.91	9.65	5.78
24.58	0.89	-0.72	7.90	9.64	5.79
24.58	0.89	-0.72	7.90	9.64	5.80
24.59	0.89	-0.72	7.89	9.64	5.80
24.59	0.89	-0.72	7.89	9.64	5.79
24.60	0.89	-0.72	7.89	9.63	5.80
24.61	0.89	-0.72	7.88	9.63	5.80
24.61	0.89	-0.72	7.88	9.64	5.79
24.62	0.89	-0.72	7.88	9.64	5.79
24.62	0.89	-0.72	7.87	9.63	5.79
24.63	0.89	-0.72	7.87	9.62	5.80
24.63	0.89	-0.72	7.86	9.63	5.79
24.64	0.89	-0.72	7.86	9.63	5.79
24.64	0.89	-0.72	7.86	9.64	5.78
24.65	0.89	-0.72	7.86	9.64	5.77
24.66	0.89	-0.72	7.85	9.64	5.78
24.66	0.89	-0.72	7.85	9.63	5.78
24.67	0.89	-0.72	7.85	9.64	5.78
24.67	0.89	-0.72	7.84	9.64	5.77
24.68	0.89	-0.72	7.84	9.65	5.77
24.68	0.89	-0.72	7.84	9.65	5.77
24.69	0.89	-0.72	7.83	9.64	5.77
24.69	0.89	-0.72	7.83	9.65	5.77
24.70	0.89	-0.72	7.83	9.64	5.76
24.71	0.89	-0.72	7.83	9.64	5.77
24.71	0.89	-0.72	7.82	9.63	5.77
24.72	0.89	-0.72	7.82	9.64	5.77
24.72	0.89	-0.72	7.82	9.65	5.76
24.73	0.89	-0.72	7.81	9.65	5.75
24.73	0.89	-0.72	7.81	9.65	5.75
24.74	0.89	-0.72	7.81	9.64	5.76
24.74	0.89	-0.73	7.81	9.64	5.76
24.75	0.89	-0.73	7.80	9.65	5.76
24.76	0.89	-0.73	7.80	9.65	5.75
24.76	0.90	-0.73	7.80	9.66	5.74
24.77	0.90	-0.73	7.80	9.65	5.75
24.77	0.90	-0.73	7.80	9.64	5.76
24.78	0.90	-0.73	7.79	9.64	5.76
24.78	0.90	-0.73	7.79	9.64	5.75
24.79	0.90	-0.73	7.79	9.65	5.74
24.79	0.90	-0.73	7.79	9.66	5.74
24.80	0.90	-0.73	7.78	9.65	5.74
24.81	0.90	-0.73	7.78	9.64	5.75
24.81	0.90	-0.73	7.78	9.64	5.75
24.82	0.90	-0.73	7.77	9.65	5.74
24.82	0.90	-0.73	7.77	9.66	5.73
24.83	0.90	-0.73	7.77	9.66	5.73
24.83	0.90	-0.73	7.77	9.67	5.72
24.84	0.90	-0.73	7.76	9.66	5.72
24.84	0.90	-0.73	7.76	9.66	5.73
24.85	0.90	-0.73	7.76	9.66	5.73
24.86	0.90	-0.73	7.76	9.66	5.73
24.86	0.90	-0.73	7.76	9.66	5.73
24.87	0.90	-0.73	7.75	9.66	5.72
24.87	0.90	-0.73	7.75	9.66	5.72
24.88	0.90	-0.73	7.75	9.67	5.72
24.88	0.90	-0.73	7.75	9.67	5.72
24.89	0.90	-0.73	7.75	9.66	5.72
24.89	0.90	-0.73	7.74	9.67	5.71
24.90	0.90	-0.73	7.74	9.67	5.72
24.91	0.90	-0.73	7.74	9.67	5.71
24.91	0.90	-0.73	7.74	9.67	5.71
24.92	0.90	-0.73	7.74	9.67	5.71
24.92	0.90	-0.74	7.73	9.67	5.71
24.93	0.90	-0.74	7.73	9.66	5.71
24.93	0.90	-0.74	7.73	9.66	5.71
24.94	0.90	-0.74	7.73	9.67	5.71
24.94	0.90	-0.74	7.73	9.67	5.71
24.95	0.90	-0.74	7.73	9.67	5.70
24.96	0.90	-0.74	7.72	9.67	5.71
24.96	0.90	-0.74	7.72	9.67	5.70
24.97	0.90	-0.74	7.72	9.67	5.70
24.97	0.90	-0.74	7.72	9.67	5.70
24.98	0.90	-0.74	7.71	9.67	5.70
24.98	0.90	-0.74	7.71	9.67	5.70
24.99	0.90	-0.74	7.71	9.67	5.70
24.99	0.90	-0.74	7.71	9.66	5.71
25.00	0.90	-0.74	7.71	9.67	5.70
25.01	0.90	-0.74	7.70	9.67	5.70
25.01	0.90	-0.74	7.70	9.67	5.70
25.02	0.90	-0.74	7.70	9.67	5.70
